DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,44.8063888549805,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,46.510440826416,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,47.3387107849121,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,48.4208297729492,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,50.4153099060059,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2020,53.3810691833496,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1971,10.3244400024414,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2001,55.6068305969238,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,63.0183906555176,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,63.6419105529785,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,64.3225479125977,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LKA: Sri Lanka,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,63.0099105834961,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LCA: Saint Lucia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1970,0.400000005960464,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LCA: Saint Lucia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1980,0.762899994850159,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LCA: Saint Lucia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,41.2863082885742,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LCA: Saint Lucia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,42.8339309692383,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,LCA: Saint Lucia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,43.8231315612793,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SDN: Sudan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1983,1.20000004768372,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SUR: Suriname,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,7.81061983108521,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SUR: Suriname,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,26.2470893859863,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1970,31.0971908569336,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1974,39.3270416259766,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1979,48.3471412658691,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1986,51.3200912475586,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1987,52.7206611633301,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1988,54.1858406066895,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1989,55.5101509094238,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1990,57.8305015563965,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1991,59.128719329834,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1992,62.4877510070801,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1993,64.757568359375,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1994,66.1185913085938,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1995,67.4894180297852,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,79.859001159668,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2005,80.7229537963867,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,81.5055465698242,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2007,82.2168273925781,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,76.5755004882813,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,77.3468399047852,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,78.0876617431641,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,78.864631652832,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,79.644416809082,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,72.8446807861328,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,73.577522277832,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,74.3231964111328,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,75.0308380126953,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,75.7789535522461,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SWE: Sweden,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,77.1716918945313,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,77.0896530151367,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,76.368522644043,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,76.4488220214844,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,77.5454864501953,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,80.6420822143555,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,81.6249084472656,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,80.707763671875,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,82.5237274169922,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,CHE: Switzerland,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,83.7257232666016,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SYR: Syrian Arab Republic,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2002,6.81430006027222,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SYR: Syrian Arab Republic,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2007,17.210750579834,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SYR: Syrian Arab Republic,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,17.7352600097656,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,SYR: Syrian Arab Republic,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,18.8823299407959,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TJK: Tajikistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2000,73.6396636962891,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TJK: Tajikistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,76.2147521972656,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TZA: United Republic of Tanzania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2002,0.947380006313324,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TZA: United Republic of Tanzania,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,2.28588008880615,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1980,4.08007001876831,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,21.4599094390869,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,21.2489204406738,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,26.0438003540039,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,28.1673107147217,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,31.9039993286133,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,32.6423416137695,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,35.1133308410645,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1970,0.100100003182888,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,3.30561995506287,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,3.03631997108459,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TON: Tonga,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,55.1156196594238,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TTO: Trinidad and Tobago,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1980,6,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TTO: Trinidad and Tobago,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1990,2.77075004577637,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TTO: Trinidad and Tobago,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,56.5547981262207,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TTO: Trinidad and Tobago,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,56.6250114440918,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TTO: Trinidad and Tobago,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,68.0554885864258,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1975,0.5,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1980,3.20000004768372,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1984,1.33636999130249,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2004,14.8416795730591,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2005,15.6406402587891,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2006,16.7111797332764,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2007,17.3812503814697,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,20.6875,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2009,21.7169399261475,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,23.5827598571777,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2011,25.1279907226563,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,26.1064701080322,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2013,27.1220893859863,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2014,28.5405807495117,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2015,30.4469699859619,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2016,31.2161102294922,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,32.6171913146973,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2019,35.9632682800293,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,TKM: Turkmenistan,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1995,73.1807403564453,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UGA: Uganda,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,1991,0.6457399725914,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UGA: Uganda,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2002,3.90653991699219,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UGA: Uganda,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2008,8.74170017242432,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UGA: Uganda,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2010,8.02359962463379,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UGA: Uganda,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2012,6.34869003295898,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,UKR: Ukraine,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2001,71.1124801635742,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ARE: United Arab Emirates,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2005,59.8536491394043,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ARE: United Arab Emirates,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2017,64.5698394775391,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
UNICEF:GENDER(1.0): Gender,ARE: United Arab Emirates,GN_ED_ATTN: Educational attainment of the population (aged 25 years and older),F: Female,_T: Total,_T: Total,_T: Total,2018,65.5357894897461,,,PCNT: %,,Upper secondary education,,UNESCO UIS,,,
